scope,sheet,row_number,machine_code,product_text,agiz_mm,gramaj_gr,raw_F,raw_G,raw_J,raw_K,raw_L,numeric_J,numeric_K,numeric_L,parse_status
fallback_latest_370_rows_largest_sheet,ESKİ,1214,175,500 CC D085 35 OPAK BEYAZ K.TAVA PALET STANDART,,,175,500 CC D085 35 OPAK BEYAZ K.TAVA PALET STANDART,5,5,15.97,5,5,15.97,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1215,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,17.18,5,5,17.18,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1216,131,250 CC Y115 25 ŞEFFAF MOR PALET STANDART,,,131,250 CC Y115 25 ŞEFFAF MOR PALET STANDART,3,3,18.47,3,3,18.47,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1217,133,100 CC Y243 19 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,,,133,100 CC Y243 19 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,4,4,17.39,4,4,17.39,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1218,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,,,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,3,3,17.04,3,3,17.04,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1219,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,17.6,8,8,17.6,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1220,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23.4,12,10,23.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1221,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,30.94,12,9,30.94,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1222,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,28.6,4,3,28.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1223,210,E031B 110 MM FOLYOLU 17 OPAK GOLD PLT.IC.KOLI STANDART,110,,210,E031B 110 MM FOLYOLU 17 OPAK GOLD PLT.IC.KOLI STANDART,4,3,20.8,4,3,20.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1224,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,8,8,49.8,8,8,49.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1225,501,350 CC P119 28 OPAK SEDEFLİ BRONZ PALET STANDART,,,501,350 CC P119 28 OPAK SEDEFLİ BRONZ PALET STANDART,6,6,15.62,6,6,15.62,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1226,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,12,10,32.14,12,10,32.14,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1227,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,,,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,5,5,19.7,5,5,19.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1228,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,14.89,5,5,14.89,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1229,104,150 CC SP020 20 ŞEFFAF ŞEFFAF PLS. PLT K.TAVA STANDART,,,104,150 CC SP020 20 ŞEFFAF ŞEFFAF PLS. PLT K.TAVA STANDART,9,9,12.82,9,9,12.82,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1230,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,,,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,24,2,2,24,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1231,182,450 CC Z103 26 ŞEFFAF MAVİ PALET STANDART,,,182,450 CC Z103 26 ŞEFFAF MAVİ PALET STANDART,4,4,15.22,4,4,15.22,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1232,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,11.7,1,1,11.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1233,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,,,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,2,2,9,2,2,9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1234,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,17.38,4,4,17.38,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1235,173,950 CC D059 40 OPAK BEYAZ PALET STANDART,,,173,950 CC D059 40 OPAK BEYAZ PALET STANDART,5,5,16.29,5,5,16.29,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1236,174,350 CC D026 45 OPAK SİYAH PALET STANDART,,,174,350 CC D026 45 OPAK SİYAH PALET STANDART,3,3,13.53,3,3,13.53,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1237,175,450 CC D120 35 ŞEFFAF UV PLS. PLT K.TAVA CAKMA,,,175,450 CC D120 35 ŞEFFAF UV PLS. PLT K.TAVA CAKMA,5,5,16.05,5,5,16.05,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1238,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,17.28,5,5,17.28,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1239,131,250 CC Y115 25 ŞEFFAF MOR PALET STANDART,,,131,250 CC Y115 25 ŞEFFAF MOR PALET STANDART,3,3,18.67,3,3,18.67,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1240,132,200 CC Y321 25 ŞEFFAF ŞEFFAF PALET STANDART,,,132,200 CC Y321 25 ŞEFFAF ŞEFFAF PALET STANDART,3,3,17.18,3,3,17.18,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1241,133,80 cc alpha Y215 16 GR 24 AĞIZ KISA ÇENE OPAK BEYAZ  100 ADET,,16,133,80 cc alpha Y215 16 GR 24 AĞIZ KISA ÇENE OPAK BEYAZ  100 ADET,4,4,17.57,4,4,17.57,missing_agiz_mm
fallback_latest_370_rows_largest_sheet,ESKİ,1242,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,,,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,3,3,17.06,3,3,17.06,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1243,135,110 CC Y343 25 OPAK SARI PLT.IC.KOLI STANDART,,,135,110 CC Y343 25 OPAK SARI PLT.IC.KOLI STANDART,2,2,19.89,2,2,19.89,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1244,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,3,3,13.56,3,3,13.56,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1245,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,18.2,8,8,18.2,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1246,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23,12,10,23,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1247,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,12,12,35.45,12,12,35.45,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1248,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,32.87,12,9,32.87,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1249,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,28.4,4,3,28.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1250,210,E031B 110 MM FOLYOLU 17 OPAK GOLD PLT.IC.KOLI STANDART,110,,210,E031B 110 MM FOLYOLU 17 OPAK GOLD PLT.IC.KOLI STANDART,4,3,20.8,4,3,20.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1251,211,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART,24,,211,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART,24,20,19.3,24,20,19.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1252,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,38,,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,12,10,65.02,12,10,65.02,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1253,501,350 CC P119 28 OPAK SEDEFLİ BRONZ PALET STANDART,,,501,350 CC P119 28 OPAK SEDEFLİ BRONZ PALET STANDART,6,6,15.62,6,6,15.62,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1254,503,5000 CC P135 170 ŞEFFAF ŞEFFAF POSET STANDART,,,503,5000 CC P135 170 ŞEFFAF ŞEFFAF POSET STANDART,2,1,15,2,1,15,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1255,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,,,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,5,5,18.92,5,5,18.92,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1256,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,15.19,5,5,15.19,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1257,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,,,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,24,2,2,24,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1258,164,1000 CC X404 52 ŞEFFAF ŞEFFAF PALET STANDART,,,164,1000 CC X404 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,22.8,2,2,22.8,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1259,181,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART,,,181,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART,4,4,14.35,4,4,14.35,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1260,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,10.38,1,1,10.38,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1261,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,,,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,2,2,9,2,2,9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1262,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,20.34,4,4,20.34,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1263,173,950 CC D059 40 OPAK BEYAZ PALET STANDART,,,173,950 CC D059 40 OPAK BEYAZ PALET STANDART,5,5,16.3,5,5,16.3,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1264,174,500 CC D088 45 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,174,500 CC D088 45 ŞEFFAF ŞEFFAF PLS. PLT STANDART,3,3,14.36,3,3,14.36,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1265,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,17.38,5,5,17.38,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1266,177,1000 CC D075 45 ŞEFFAF ŞEFFAF PALET STANDART,,,177,1000 CC D075 45 ŞEFFAF ŞEFFAF PALET STANDART,4,4,14,4,4,14,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1267,131,250 CC Y115 25 ŞEFFAF MOR PALET STANDART,,,131,250 CC Y115 25 ŞEFFAF MOR PALET STANDART,3,3,18.46,3,3,18.46,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1268,132,200 CC Y321 25 ŞEFFAF ŞEFFAF PALET STANDART,,,132,200 CC Y321 25 ŞEFFAF ŞEFFAF PALET STANDART,3,3,18.17,3,3,18.17,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1269,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,,,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,3,3,17.12,3,3,17.12,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1270,135,110 CC Y343 25 OPAK SARI PLT.IC.KOLI STANDART,,,135,110 CC Y343 25 OPAK SARI PLT.IC.KOLI STANDART,2,2,19.87,2,2,19.87,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1271,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,3,3,13.76,3,3,13.76,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1272,202,E008 24 MM 9 OPAK SİYAH KOLI STANDART,24,,202,E008 24 MM 9 OPAK SİYAH KOLI STANDART,8,7,35.9,8,7,35.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1273,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,18.2,8,7,18.2,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1274,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,12,10,30.46,12,10,30.46,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1275,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23.1,12,10,23.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1276,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,31,12,9,31,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1277,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,25.6,4,3,25.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1278,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,38,,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,12,10,52.03,12,10,52.03,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1279,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,8,7,57.9,8,7,57.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1280,503,5000 CC P135 170 ŞEFFAF ŞEFFAF POSET STANDART,,,503,5000 CC P135 170 ŞEFFAF ŞEFFAF POSET STANDART,2,1,15,2,1,15,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1281,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,,,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,5,5,18.86,5,5,18.86,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1282,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,15.09,5,5,15.09,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1283,104,150 CC SP020 20 ŞEFFAF ŞEFFAF PLS. PLT K.TAVA STANDART,,,104,150 CC SP020 20 ŞEFFAF ŞEFFAF PLS. PLT K.TAVA STANDART,9,9,13.08,9,9,13.08,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1284,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,,,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,24,2,2,24,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1285,164,1000 CC X404 52 ŞEFFAF ŞEFFAF PALET STANDART,,,164,1000 CC X404 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,22.8,2,2,22.8,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1286,182,450 CC Z103 26 ŞEFFAF MAVİ PALET STANDART,,,182,450 CC Z103 26 ŞEFFAF MAVİ PALET STANDART,4,4,14.42,4,4,14.42,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1287,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,10.41,1,1,10.41,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1288,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,,,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,2,2,9,2,2,9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1289,171,160 CC D093 29 ŞEFFAF SARI PALET STANDART,,,171,160 CC D093 29 ŞEFFAF SARI PALET STANDART,7,7,20.1,7,7,20.1,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1290,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,18.59,4,4,18.59,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1291,173,950 CC D059 40 OPAK BEYAZ PALET STANDART,,,173,950 CC D059 40 OPAK BEYAZ PALET STANDART,5,5,16.29,5,5,16.29,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1292,174,500 CC D088 45 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,174,500 CC D088 45 ŞEFFAF ŞEFFAF PLS. PLT STANDART,3,3,14.86,3,3,14.86,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1293,175,450 CC D120 35 ŞEFFAF UV PLS. PLT K.TAVA CAKMA,,,175,450 CC D120 35 ŞEFFAF UV PLS. PLT K.TAVA CAKMA,5,5,16,5,5,16,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1294,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,17.3,5,5,17.3,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1295,177,1000 CC D075 45 ŞEFFAF ŞEFFAF PALET STANDART,,,177,1000 CC D075 45 ŞEFFAF ŞEFFAF PALET STANDART,4,4,13.69,4,4,13.69,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1296,131,200 CC Y323 25 OPAK SİYAH PALET STANDART,,,131,200 CC Y323 25 OPAK SİYAH PALET STANDART,3,3,18.87,3,3,18.87,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1297,132,200 CC Y321 25 ŞEFFAF ŞEFFAF PALET STANDART,,,132,200 CC Y321 25 ŞEFFAF ŞEFFAF PALET STANDART,3,3,18.18,3,3,18.18,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1298,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,,,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,3,3,16.96,3,3,16.96,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1299,135,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART,,,135,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART,2,2,20.58,2,2,20.58,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1300,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,3,3,13.79,3,3,13.79,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1301,202,E008 24 MM 9 OPAK SİYAH KOLI STANDART,24,,202,E008 24 MM 9 OPAK SİYAH KOLI STANDART,8,6,33.6,8,6,33.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1302,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,18.2,8,7,18.2,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1303,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF LİLA PLT.IC.KOLI STANDART,12,10,32.51,12,10,32.51,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1304,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,22.3,12,10,22.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1305,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,30.96,12,9,30.96,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1306,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,26.3,4,3,26.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1307,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,38,,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,12,10,52.06,12,10,52.06,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1308,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,8,7,60.5,8,7,60.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1309,501,350 CC P119 28 OPAK SEDEFLİ MOR PALET STANDART,,,501,350 CC P119 28 OPAK SEDEFLİ MOR PALET STANDART,6,6,16.02,6,6,16.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1311,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,10.09,1,1,10.09,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1312,405,350 CC S012 46 OPAK SİYAH PALET STANDART,,,405,350 CC S012 46 OPAK SİYAH PALET STANDART,2,2,8.6,2,2,8.6,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1313,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,18.2,8,7,18.2,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1314,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,24.6,12,9,24.6,missing_gramaj_gr
